accession	study	object_status	bioproject_accession	biosample_accession	sample_name	filename	filename2	title	library_ID	library_strategy	library_source	library_selection	library_layout	platform	instrument_model	design_description	filetype
SRR13740412	SRP307019	new	PRJNA695570	SAMN17618925	M1060_1F_1A	M1060-1F-1A_pair1.fastq.gz	M1060-1F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 1060, timepoint 1	M1060_1F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13740411	SRP307019	new	PRJNA695570	SAMN17618926	C0711_5F_1A	C0711-5F-1A_pair1.fastq.gz	C0711-5F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 711, timepoint 5	C0711_5F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13740410	SRP307019	new	PRJNA695570	SAMN17618927	M1015_2F_1A	M1015-2F-1A_pair1.fastq.gz	M1015-2F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 1015, timepoint 2	M1015_2F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13740408	SRP307019	new	PRJNA695570	SAMN17618928	M1066_1F_1A	M1066-1F-1A_pair1.fastq.gz	M1066-1F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 1066, timepoint 1	M1066_1F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13740407	SRP307019	new	PRJNA695570	SAMN17618929	M1068_1F_1A	M1068-1F-1A_pair1.fastq.gz	M1068-1F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 1068, timepoint 1	M1068_1F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13740406	SRP307019	new	PRJNA695570	SAMN17618930	M0984_2F_1A	M0984-2F-1A_pair1.fastq.gz	M0984-2F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 984, timepoint 2	M0984_2F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13740405	SRP307019	new	PRJNA695570	SAMN17618931	M1064_1F_1A	M1064-1F-1A_pair1.fastq.gz	M1064-1F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 1064, timepoint 1	M1064_1F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13740404	SRP307019	new	PRJNA695570	SAMN17618932	M0973_3F_1A	M0973-3F-1A_pair1.fastq.gz	M0973-3F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 973, timepoint 3	M0973_3F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13740403	SRP307019	new	PRJNA695570	SAMN17618933	M1079_1F_1A	M1079-1F-1A_pair1.fastq.gz	M1079-1F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 1079, timepoint 1	M1079_1F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13740402	SRP307019	new	PRJNA695570	SAMN17618934	M1086_1F_1A	M1086-1F-1A_pair1.fastq.gz	M1086-1F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 1086, timepoint 1	M1086_1F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13740401	SRP307019	new	PRJNA695570	SAMN17618935	C0834_4F_1A	C0834-4F-1A_pair1.fastq.gz	C0834-4F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 834, timepoint 4	C0834_4F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13740400	SRP307019	new	PRJNA695570	SAMN17618936	C0692_4F_1A	C0692-4F-1A_pair1.fastq.gz	C0692-4F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 692, timepoint 4	C0692_4F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13740399	SRP307019	new	PRJNA695570	SAMN17618937	M1074_1F_1A	M1074-1F-1A_pair1.fastq.gz	M1074-1F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 1074, timepoint 1	M1074_1F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13740397	SRP307019	new	PRJNA695570	SAMN17618938	C0788_2F_1A	C0788-2F-1A_pair1.fastq.gz	C0788-2F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 788, timepoint 2	C0788_2F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13740396	SRP307019	new	PRJNA695570	SAMN17618939	C0789_2F_1A	C0789-2F-1A_pair1.fastq.gz	C0789-2F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 789, timepoint 2	C0789_2F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13740395	SRP307019	new	PRJNA695570	SAMN17618940	M1058_1F_1A	M1058-1F-1A_pair1.fastq.gz	M1058-1F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 1058, timepoint 1	M1058_1F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13740394	SRP307019	new	PRJNA695570	SAMN17618941	M1087_1F_1A	M1087-1F-1A_pair1.fastq.gz	M1087-1F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 1087, timepoint 1	M1087_1F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13740393	SRP307019	new	PRJNA695570	SAMN17618942	M1095_1F_1A	M1095-1F-1A_pair1.fastq.gz	M1095-1F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 1095, timepoint 1	M1095_1F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13740392	SRP307019	new	PRJNA695570	SAMN17618943	C0839_4F_1A	C0839-4F-1A_pair1.fastq.gz	C0839-4F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 839, timepoint 4	C0839_4F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13740391	SRP307019	new	PRJNA695570	SAMN17618944	C0936_1F_1A	C0936-1F-1A_pair1.fastq.gz	C0936-1F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 936, timepoint 1	C0936_1F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13740390	SRP307019	new	PRJNA695570	SAMN17618945	M1057_1F_1A	M1057-1F-1A_pair1.fastq.gz	M1057-1F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 1057, timepoint 1	M1057_1F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13740389	SRP307019	new	PRJNA695570	SAMN17618946	M1067_1F_1A	M1067-1F-1A_pair1.fastq.gz	M1067-1F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 1067, timepoint 1	M1067_1F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13740388	SRP307019	new	PRJNA695570	SAMN17618947	M1096_1F_1A	M1096-1F-1A_pair1.fastq.gz	M1096-1F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 1096, timepoint 1	M1096_1F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13740386	SRP307019	new	PRJNA695570	SAMN17618948	M1099_1F_1A	M1099-1F-1A_pair1.fastq.gz	M1099-1F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 1099, timepoint 1	M1099_1F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13740385	SRP307019	new	PRJNA695570	SAMN17618949	C2018_4F_1A	C2018-4F-1A_pair1.fastq.gz	C2018-4F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 2018, timepoint 4	C2018_4F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13740384	SRP307019	new	PRJNA695570	SAMN17618950	M1059_1F_1A	M1059-1F-1A_pair1.fastq.gz	M1059-1F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 1059, timepoint 1	M1059_1F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13740383	SRP307019	new	PRJNA695570	SAMN17618951	M1078_1F_1A	M1078-1F-1A_pair1.fastq.gz	M1078-1F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 1078, timepoint 1	M1078_1F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13740382	SRP307019	new	PRJNA695570	SAMN17618952	M1064_2F_1A	M1064-2F-1A_pair1.fastq.gz	M1064-2F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 1064, timepoint 2	M1064_2F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13740381	SRP307019	new	PRJNA695570	SAMN17618953	M1008_3F_1A	M1008-3F-1A_pair1.fastq.gz	M1008-3F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 1008, timepoint 3	M1008_3F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13740380	SRP307019	new	PRJNA695570	SAMN17618954	M1022_2F_1A	M1022-2F-1A_pair1.fastq.gz	M1022-2F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 1022, timepoint 2	M1022_2F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13740379	SRP307019	new	PRJNA695570	SAMN17618955	C1026_1F_1A	C1026-1F-1A_pair1.fastq.gz	C1026-1F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 1026, timepoint 1	C1026_1F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13740378	SRP307019	new	PRJNA695570	SAMN17618956	C1075_1F_1A	C1075-1F-1A_pair1.fastq.gz	C1075-1F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 1075, timepoint 1	C1075_1F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13740377	SRP307019	new	PRJNA695570	SAMN17618957	M1083_1F_1A	M1083-1F-1A_pair1.fastq.gz	M1083-1F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 1083, timepoint 1	M1083_1F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13740374	SRP307019	new	PRJNA695570	SAMN17618958	C1102_1F_1A	C1102-1F-1A_pair1.fastq.gz	C1102-1F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 1102, timepoint 1	C1102_1F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13740373	SRP307019	new	PRJNA695570	SAMN17618959	C0698_2F_1A	C0698-2F-1A_pair1.fastq.gz	C0698-2F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 698, timepoint 2	C0698_2F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13740372	SRP307019	new	PRJNA695570	SAMN17618960	M1061_2F_1A	M1061-2F-1A_pair1.fastq.gz	M1061-2F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 1061, timepoint 2	M1061_2F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13740371	SRP307019	new	PRJNA695570	SAMN17618961	M1113_1F_1A	M1113-1F-1A_pair1.fastq.gz	M1113-1F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 1113, timepoint 1	M1113_1F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13740370	SRP307019	new	PRJNA695570	SAMN17618962	C0851_4F_1A	C0851-4F-1A_pair1.fastq.gz	C0851-4F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 851, timepoint 4	C0851_4F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13740369	SRP307019	new	PRJNA695570	SAMN17618963	M1056_2F_1A	M1056-2F-1A_pair1.fastq.gz	M1056-2F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 1056, timepoint 2	M1056_2F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13740368	SRP307019	new	PRJNA695570	SAMN17618964	C1090_1F_1A	C1090-1F-1A_pair1.fastq.gz	C1090-1F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 1090, timepoint 1	C1090_1F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13740367	SRP307019	new	PRJNA695570	SAMN17618965	M1115_1F_1A	M1115-1F-1A_pair1.fastq.gz	M1115-1F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 1115, timepoint 1	M1115_1F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13740366	SRP307019	new	PRJNA695570	SAMN17618966	M1116_1F_1A	M1116-1F-1A_pair1.fastq.gz	M1116-1F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 1116, timepoint 1	M1116_1F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13740365	SRP307019	new	PRJNA695570	SAMN17618967	C0828_4F_1A	C0828-4F-1A_pair1.fastq.gz	C0828-4F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 828, timepoint 4	C0828_4F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13740363	SRP307019	new	PRJNA695570	SAMN17618968	C1062_3F_1A	C1062-3F-1A_pair1.fastq.gz	C1062-3F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 1062, timepoint 3	C1062_3F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13740362	SRP307019	new	PRJNA695570	SAMN17618969	M1082_1F_1A	M1082-1F-1A_pair1.fastq.gz	M1082-1F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 1082, timepoint 1	M1082_1F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13740361	SRP307019	new	PRJNA695570	SAMN17618970	C0461_4F_1A	C0461-4F-1A_pair1.fastq.gz	C0461-4F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 461, timepoint 4	C0461_4F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13740360	SRP307019	new	PRJNA695570	SAMN17618971	M1110_1F_1A	M1110-1F-1A_pair1.fastq.gz	M1110-1F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 1110, timepoint 1	M1110_1F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13740359	SRP307019	new	PRJNA695570	SAMN17618972	C0388_7F_1A	C0388-7F-1A_pair1.fastq.gz	C0388-7F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 388, timepoint 7	C0388_7F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13740358	SRP307019	new	PRJNA695570	SAMN17618973	C0634_3F_1A	C0634-3F-1A_pair1.fastq.gz	C0634-3F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 634, timepoint 3	C0634_3F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13740357	SRP307019	new	PRJNA695570	SAMN17618974	C0586_2F_1A	C0586-2F-1A_pair1.fastq.gz	C0586-2F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 586, timepoint 2	C0586_2F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13740356	SRP307019	new	PRJNA695570	SAMN17618975	C0672_3F_1A	C0672-3F-1A_pair1.fastq.gz	C0672-3F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 672, timepoint 3	C0672_3F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
